name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsPriceRange2,OutdoorSeating,RestaurantsReservations,HasTV,RestaurantsGoodForGroups,GoodForKids,Alcohol,RestaurantsAttire,WiFi,NoiseLevel,BikeParking,Caters,has_parking,Mondayhour,Tuesdayhour,Wednesdayhour,Thursdayhour,Fridayhour,Saturdayhour,Sundayhour
Tip Top Pizza,6627 Chew Ave,Philadelphia,PA,19119,40.05494,-75.179682,1.5,12,1,"Restaurants, Pizza, Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,none,casual,no,average,FALSE,,FALSE,,,,,,,
Arnolds Way,319 W Main St,Lansdale,PA,19446,40.2438061,-75.2870347,4,64,1,"Specialty Food, Vegan, Cafes, Health Markets, Restaurants, Food",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,free,quiet,TRUE,FALSE,TRUE,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,11:0-18:0
Sugafoot Cafe,2126 E Chelten Ave,Philadelphia,PA,19138,40.05188878,-75.15661908,4,8,0,"Soul Food, Southern, Restaurants, Breakfast & Brunch",TRUE,,TRUE,2,FALSE,None,TRUE,TRUE,TRUE,,casual,,,TRUE,,FALSE,6:30-16:30,6:30-16:30,6:30-19:0,6:30-19:0,6:30-21:0,13:0-21:0,13:0-19:0
Taco Bell,931 N Wales Rd,North Wales,PA,19454,40.24326,-75.24082,1.5,10,1,"Restaurants, Tex-Mex, Tacos, Breakfast & Brunch, Fast Food, Mexican",FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,,casual,,,FALSE,,TRUE,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
Ruby Tuesday,"471 John Young Way, Lot 26A",Exton,PA,19341,40.023503,-75.650362,2,22,0,"Burgers, Restaurants, American (New), American (Traditional)",TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,FALSE,TRUE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
North Italia,"350 Mall Blvd, Ste 1000C",King Of Prussia,PA,19406,40.08828135,-75.38859047,4,273,1,"Italian, Restaurants, Cocktail Bars, Pizza, Bars, Nightlife",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,FALSE,TRUE,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,10:0-23:0,10:0-22:0
Double Decker Pizza-Glenolden,16 S Macdade Blvd,Glenolden,PA,19036,39.904892,-75.292961,4,31,1,"Seafood, Pizza, Italian, Restaurants, Sandwiches, American (Traditional)",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,quiet,,TRUE,TRUE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-0:0,10:0-0:0,12:0-22:0
Ye Olde Ale House,405 Germantown Pike,Lafayette Hill,PA,19444,40.0928749,-75.2609631,4,166,1,"American (New), Restaurants, Nightlife, Bars",TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,TRUE,TRUE,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,12:0-0:0
Eliyahs Yardley Pizza,20 S Main St,Yardley,PA,19067,40.242178,-74.8381252,4,84,1,"Pizza, Restaurants, Sandwiches",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,FALSE,TRUE,0:0-0:0,,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0
Upper Providence Grille,100 State Rd,Media,PA,19063,39.929628,-75.382226,4,5,0,"Italian, Restaurants",,FALSE,TRUE,2,FALSE,TRUE,,TRUE,FALSE,full_bar,casual,,loud,,,FALSE,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0
Engine 23 Smokehouse BBQ,23 Woodland Ave,Morton,PA,19070,39.9087651,-75.3281188,3.5,105,0,"Beer, Wine & Spirits, Restaurants, Food, Barbeque, Italian",TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,TRUE,TRUE,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0
Waterfront Gourmet Cafe & Deli,1414 S Penn Square,Philadelphia,PA,19102,39.95154357,-75.16507208,4,20,1,"Sandwiches, Cafes, Delis, Restaurants",TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,free,,,,FALSE,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,8:0-20:0,8:0-20:0
Chef-a-Topia,148 W State St,Kennett Square,PA,19348,39.84599289,-75.71329046,4,6,0,"Specialty Food, Asian Fusion, Food, Restaurants, American (Traditional), Barbeque, Soup, Seafood",TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,,casual,free,average,TRUE,TRUE,FALSE,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,9:0-18:0
Papa Johns Pizza,6001 Ridge Avenue,Philadelphia,PA,19128,40.0321044,-75.2130364,2,28,1,"Pizza, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,none,casual,no,quiet,TRUE,FALSE,FALSE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
Richmans Ice Cream & Burger Company,323 Lincoln Ave,Prospect Park,PA,19136,39.880457,-75.3042052,4,38,1,"Hot Dogs, Ice Cream & Frozen Yogurt, Burgers, Restaurants, Food",TRUE,,TRUE,1,TRUE,FALSE,TRUE,,,,,no,,TRUE,FALSE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
Dunkin,608 Conchester Hwy,Boothwyn,PA,19061,39.850615,-75.450294,2.5,14,1,"Food, Donuts, Coffee & Tea, Restaurants",TRUE,TRUE,TRUE,1,TRUE,,,,,,,free,,,,TRUE,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,6:0-20:0,6:0-20:0
Doghouse Gourmet Burgers,24 E Lancaster Ave,Downingtown,PA,19335,40.00627448,-75.70428489,3,22,0,"Restaurants, Burgers",TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,no,average,,,TRUE,,,,,,,
Bucktown Grille,2088 Pottstown Pike,Pottstown,PA,19465,40.17913925,-75.66104467,4.5,24,1,"Burgers, Cheesesteaks, Food Trucks, American (New), Pizza, American (Traditional), Restaurants, Food, Ice Cream & Frozen Yogurt",TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-19:0,11:0-20:0,
In the Bag,501 Limekiln Pike,Maple Glen,PA,19002,40.1788238,-75.1834813,4,23,0,"Restaurants, Delis, Sandwiches",TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE,FALSE,none,casual,no,quiet,TRUE,TRUE,TRUE,7:0-19:0,7:0-19:0,7:0-19:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-18:0
Lucky Strike - Philadelphia,1336 Chestnut St,Philadelphia,PA,19107,39.950671,-75.1633942,3,309,1,"Nightlife, Restaurants, Event Planning & Services, Cocktail Bars, Bowling, Active Life, Venues & Event Spaces, Bars, American (Traditional), American (New), Lounges",TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,paid,loud,TRUE,TRUE,TRUE,12:0-20:0,,16:0-23:0,16:0-23:0,14:0-2:0,12:0-2:0,12:0-22:0
Chef Kens Cafe,7135 Germantown Ave,Philadelphia,PA,19119,40.0594,-75.1902698,4,71,0,"Southern, Restaurants, Cafes",TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,,14:0-21:0,14:0-21:0,14:0-21:0,14:0-22:0,14:0-22:0,13:0-20:0
Stargazy,1838 E Passyunk Ave,Philadelphia,PA,19148,39.92676879,-75.16735823,4.5,164,1,"Restaurants, British, Food, Bakeries",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,,,12:0-16:0,12:0-16:0,12:0-21:0,12:0-16:0,12:0-16:0
Chipotle Mexican Grill,400 S State Rd,Springfield,PA,19064,39.93833061,-75.35359031,2.5,18,1,"Mexican, Fast Food, Salad, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,,casual,,,,TRUE,FALSE,0:0-0:0,10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0
Spring Mill Manor,171 Jacksonville Rd,Warminster,PA,18974,40.21595781,-75.06203543,3,7,1,"Venues & Event Spaces, Event Planning & Services, Restaurants, Wedding Planning, Party & Event Planning",,,TRUE,,,,,,,,dressy,free,quiet,,,FALSE,0:0-0:0,9:0-15:0,9:0-17:0,9:0-18:0,9:0-20:0,9:0-17:0,9:0-19:0
Wok & Roast,2313 E Venango St,Philadelphia,PA,19134,39.9944495,-75.0970217,3,13,0,"Chinese, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,,FALSE,,,,no,quiet,,,FALSE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-22:0
Adrianas Little Italy,573 Durham Rd,Newtown,PA,18940,40.2663985,-74.9822701,4,35,0,"Restaurants, Italian, Pizza",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,no,average,TRUE,TRUE,TRUE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-22:30,11:0-21:30
Vango Lounge & Skybar,116 S 18th St,Philadelphia,PA,19103,39.9511992,-75.1706583,2,357,1,"Lounges, Restaurants, Greek, Nightlife, Bars, Japanese, Mediterranean",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,no,loud,TRUE,,TRUE,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0
Dicostanza Sandwich,1930 Market St,Marcus Hook,PA,19061,39.8310617,-75.4244351,4.5,88,1,"Sandwiches, Delis, Italian, Restaurants",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,
StudioKitchen,"236 N 2nd St, Unit 1",Philadelphia,PA,19123,39.954818,-75.142668,4,7,1,"American (New), Restaurants",FALSE,FALSE,TRUE,4,FALSE,TRUE,TRUE,TRUE,FALSE,none,casual,no,quiet,,,TRUE,,,,,,,
Los Aztecas,"223 Shoemaker Rd, Ste 130",Pottstown,PA,19464,40.253183,-75.663919,3.5,142,1,"Mexican, Restaurants",TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,average,TRUE,FALSE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:30,11:0-21:0
Cresheim Cottage Cafe,7402 Germantown Ave,Philadelphia,PA,19119,40.062681,-75.193195,2,5,0,"American (New), Restaurants, Breakfast & Brunch",TRUE,FALSE,TRUE,2,TRUE,TRUE,,TRUE,FALSE,full_bar,casual,,,,,FALSE,,,,,,,
Grady Os,1444 Frankford Ave,Philadelphia,PA,19125,39.972851,-75.134323,4.5,5,0,"Dive Bars, American (Traditional), Bars, Nightlife, Pubs, Restaurants",,,,1,,,TRUE,TRUE,,,,,,,,FALSE,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,14:0-2:0,11:0-2:0,11:0-2:0
Five Guys,4399 W Swamp Rd Cross Keys Plz,Doylestown,PA,18901,40.3322794,-75.13174897,3,45,1,"American (New), Burgers, Fast Food, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,average,FALSE,FALSE,TRUE,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-16:0,11:0-22:0,11:0-22:0
Bonjour Creperie Cafe,"790 Edison Furling Rd, Box 495",Furlong,PA,18925,40.363706,-74.951159,4.5,8,1,"Restaurants, Gluten-Free, Creperies, Cafes",TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,,,beer_and_wine,,free,,TRUE,TRUE,TRUE,,,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,9:0-17:0
House of Szechuan,107 Fairfield Ave,Upper Darby,PA,19082,39.9608289,-75.262936,4,11,0,"Szechuan, Chinese, Restaurants",TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,None,casual,,quiet,TRUE,TRUE,FALSE,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,11:0-21:30
Dublin Bakery,3644 Welsh Rd,Willow Grove,PA,19090,40.1537738,-75.1378586,3,8,0,"Food, Bakeries, Restaurants",,,TRUE,1,,,,,,,,,,,,TRUE,,,,,,,
Shaks Olde 2St Deli- Grocery & Pizzeria,1841 S 2nd St,Philadelphia,PA,19148,39.92441551,-75.14993902,3,6,0,"Grocery, Food, Pizza, Restaurants, Sandwiches, Delis",TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,none,,no,,TRUE,FALSE,TRUE,0:0-0:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,8:30-21:0,8:30-19:0
Little Sicily Pizza,26 Crooked Ln,King Of Prussia,PA,19406,40.09871,-75.3518,3.5,85,1,"Italian, Restaurants, Sandwiches, Pizza",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,15:0-21:0
Wendys,306 South Henderson Road,King Of Prussia,PA,19406,40.0918975,-75.36016825,1.5,30,1,"Fast Food, Burgers, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,FALSE,TRUE,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-1:0,10:0-1:0,10:0-0:0
Farm Shop Deli,3905 State Rd,Drexel Hill,PA,19026,39.953211,-75.30521,5,5,1,"Food Delivery Services, Restaurants, Delis, Food, Grocery",TRUE,TRUE,TRUE,,,TRUE,,,,none,,,,TRUE,TRUE,FALSE,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
J & A Gourmet,1334 W Chester Pike,West Chester,PA,19382,39.9656004,-75.5472758,5,5,0,"Sandwiches, Restaurants, Caterers, Event Planning & Services, Delis",,FALSE,,1,,,,,,,,,,,,FALSE,8:0-17:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-15:0,
Crafty Crab,1847 Street Rd,Bensalem,PA,19020,40.095953,-74.942158,3.5,72,1,"Seafood, Cajun/Creole, Restaurants",TRUE,TRUE,TRUE,2,FALSE,TRUE,,TRUE,,,,,,,,TRUE,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-21:0
Harvest Seasonal Grill - North Wales,1460 Bethlehem Pike,North Wales,PA,19454,40.209773,-75.222778,3.5,251,1,"American (Traditional), Local Flavor, Restaurants, Vegetarian, Bars, Wine Bars, American (New), Nightlife",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,16:0-21:0,16:0-21:0,16:0-21:0,12:0-22:0,12:0-22:0,11:0-22:0
Coachs Bar & Grill,6529 Frankford Ave,Philadelphia,PA,19135,40.0298717,-75.055222,4,7,0,"Nightlife, Sports Bars, American (Traditional), Bars, Restaurants",TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,TRUE,FALSE,full_bar,casual,no,,TRUE,,FALSE,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
Wawa,67 N Lansdowne Ave,Lansdowne,PA,19050,39.941011,-75.272418,3.5,13,1,"Sandwiches, Food, Delis, Restaurants, Convenience Stores, Coffee & Tea",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,free,loud,TRUE,TRUE,TRUE,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Luns Asia Chef,2313 E Venango St,Philadelphia,PA,19134,39.9944495,-75.0970217,3.5,16,1,"Asian Fusion, Seafood, Restaurants, Vietnamese",TRUE,TRUE,,,,,,,,,,,,,,TRUE,13:0-22:30,13:0-22:30,13:0-22:30,13:0-22:30,13:0-22:30,13:0-22:30,13:0-22:30
Rustica,903 N 2nd St,Philadelphia,PA,19123,39.9642199,-75.1404574,4,312,1,"Restaurants, Italian, Sandwiches, Pizza",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-23:0,12:0-23:0,11:0-22:0
Indian Nosh,6201 Bristol Pike,Levittown,PA,19057,40.1221767,-74.8431131,4.5,17,0,"Nightlife, Bars, Restaurants, American (New), Indian",TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,,,full_bar,,free,,TRUE,TRUE,TRUE,,0:0-8:0,0:0-8:0,0:0-8:0,0:0-8:0,0:0-8:0,0:0-8:0
Bait & Switch,2537 E Somerset St,Philadelphia,PA,19134,39.981513,-75.113651,4,98,0,"Beer, Wine & Spirits, Chicken Wings, Nightlife, Seafood, Food, Bars, Restaurants",TRUE,None,TRUE,2,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,,,,,,
Azalea Restaurant,401 Chestnut St,Philadelphia,PA,19106,39.949013,-75.147931,3,6,0,"American (New), Restaurants, Breakfast & Brunch",TRUE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,,dressy,free,quiet,TRUE,,FALSE,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-0:0,9:0-0:0,9:0-22:0
The Goat Rittenhouse,1907 Sansom St,Philadelphia,PA,19103,39.951175,-75.1723915,4,18,1,"Nightlife, Bars, Restaurants, American (Traditional)",TRUE,FALSE,TRUE,,TRUE,,TRUE,,,full_bar,,free,,TRUE,FALSE,TRUE,,11:30-0:0,11:30-0:0,11:30-0:0,11:30-2:0,11:0-2:0,11:0-2:0
Gia Pronto,1900 Market St,Philadelphia,PA,19103,39.9533282,-75.1717764,4,23,0,"Sandwiches, Food, Restaurants, Coffee & Tea, Fruits & Veggies, Specialty Food",TRUE,FALSE,TRUE,2,FALSE,FALSE,,FALSE,FALSE,none,casual,,quiet,,TRUE,FALSE,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,,
Burger King,198 Blair Mill Rd,Horsham,PA,19044,40.183063,-75.116797,2,9,1,"Fast Food, Restaurants, Burgers",FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,,TRUE,FALSE,FALSE,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-20:0,9:0-23:0,6:0-21:0
Angelas Pizza ll,1004 Brownsville Rd,Feasterville Trevose,PA,19053,40.1402972,-74.9862406,3,37,1,"Restaurants, Pizza, Italian, Caterers, Event Planning & Services",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,no,loud,TRUE,TRUE,TRUE,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0
Foo Kitchen,1301 Vine St,Philadelphia,PA,19107,39.957966,-75.160317,4.5,121,0,"Food Trucks, Food, Breakfast & Brunch, Coffee & Tea, Sandwiches, Restaurants, Asian Fusion, Vegetarian",TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
Good Karma Cafe,2319 Walnut St,Philadelphia,PA,19103,39.9512805,-75.1792293,4.5,110,1,"Coffee & Tea, Restaurants, Food, Cafes",TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,free,average,TRUE,FALSE,TRUE,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,8:0-17:0,8:0-17:0
Epicure Cafe,3401 Conrad St,Philadelphia,PA,19129,40.011525,-75.1886241,3,91,0,"Breakfast & Brunch, Food, Sandwiches, Cafes, Restaurants, Coffee & Tea, Delis",TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,8:0-15:0,8:0-15:0
Chick-fil-A,405 Macdade Blvd,Folsom,PA,19033,39.8894518,-75.32687117,3.5,33,1,"Event Planning & Services, Caterers, American (Traditional), Chicken Shop, Restaurants, Fast Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-20:45,6:0-17:30,
Lotus Garden At Newtown,2106 S Eagle Rd,Newtown,PA,18940,40.230189,-74.9405173,2,14,0,"Chinese, Restaurants, Japanese",TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,TRUE,none,casual,,quiet,,,TRUE,,,,,,,
Gia Pronto,3400 Civic Center Blvd.,Philadelphia,PA,19104,39.9476279,-75.192598,4,7,1,"Sandwiches, Pizza, Restaurants, Coffee & Tea, Food",TRUE,,TRUE,,,,,TRUE,,,,free,,,,FALSE,,,,,,,
WaWa,33 S 16th St,Philadelphia,PA,19102,39.951686,-75.166981,2.5,8,1,"Food, Restaurants, Sandwiches, Coffee & Tea",TRUE,TRUE,,,,,,,,,,free,,,,FALSE,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0
Spring City Hotel,88 N Main St,Spring City,PA,19475,40.17941,-75.5475487,2,13,1,"Restaurants, American (New)",TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,no,average,,TRUE,TRUE,,,,,,,
Father & Sons Pasta & Pizza,2500 Frankford Ave,Philadelphia,PA,19125,39.9835431,-75.1258591,3.5,8,0,"Pizza, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,FALSE,none,casual,no,loud,TRUE,,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,12:0-23:0,
LongHorn Steakhouse,100 Rockhill Dr,Bensalem,PA,19020,40.1360185,-74.9574887,3,90,1,"Barbeque, American (Traditional), Restaurants, Steakhouses",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,FALSE,TRUE,0:0-0:0,11:0-22:0,11:0-22:0,11:0-20:0,11:0-23:0,11:0-23:0,11:0-22:0
Trattoria Milano,4 N Allentown Rd,Telford,PA,18971,40.3498327,-75.3815943,4,17,0,"Italian, Restaurants",TRUE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,TRUE,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0
Clean Juice Malvern,"20 Liberty Blvd, Ste 170",Malvern,PA,19355,40.0536347,-75.526719,4,8,1,"Vegetarian, Food, Juice Bars & Smoothies, Restaurants, Acai Bowls, Salad, Wraps, Vegan",TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,,,none,,free,,FALSE,TRUE,TRUE,0:0-0:0,7:0-20:0,7:0-15:0,7:0-20:0,7:0-20:0,8:0-20:0,9:0-18:0
The Mess Hall Canteen and Cafe,2305 Computer Ave,Willow Grove,PA,19090,40.1590349,-75.1346092,4.5,57,0,"Restaurants, Caterers, American (New), Venues & Event Spaces, Event Planning & Services",TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,FALSE,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,
Su Tao Cafe,"81 Lancaster Ave, Ste 19",Malvern,PA,19355,40.044492,-75.529941,3.5,122,1,"Buffets, Restaurants, Chinese, Vegetarian, Vegan",TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,none,casual,no,quiet,TRUE,TRUE,TRUE,11:30-21:0,,11:30-21:0,11:30-21:0,11:30-21:30,11:30-21:30,12:30-21:0
Butcher Burger,221 Eagleview Blvd,Exton,PA,19341,40.054871,-75.663544,4,10,0,"American (Traditional), Fast Food, Burgers, American (New), Restaurants",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,free,quiet,,TRUE,TRUE,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,11:0-20:0
Hong Kong Kitchen,549 S Broad St,Lansdale,PA,19446,40.2347843,-75.2891242,2.5,54,1,"Restaurants, Chinese",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,,,TRUE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0
Mammoth Coffee,534 W Girard Ave,Philadelphia,PA,19123,39.9701234,-75.1464152,4,33,1,"Vegetarian, Food, Coffee & Tea, Restaurants, Vegan, Sandwiches",TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,free,quiet,,,TRUE,0:0-0:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0
Chick-fil-A,160 Easton Rd,Warrington,PA,18976,40.216628,-75.140345,4,55,1,"Fast Food, Caterers, Chicken Shop, American (Traditional), Event Planning & Services, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,6:30-22:0,6:30-22:0,6:30-22:0,8:0-21:0,8:0-18:0,
Formosa,1250 Bethlehem Pike,Hatfield,PA,19440,40.2870076,-75.2662266,3.5,12,1,"Chinese, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,,TRUE,TRUE,,,,,,,
